TransactionType,Channel,TransactionAmount,CustomerAge,TransactionDuration,AccountBalance,Cluster
Debit,Online,896.79,33.0,168.00000000000003,11146.74,0
Debit,ATM,159.0,49.0,37.99999999999999,369.79,3
Credit,Online,56.31,75.0,195.0,6396.08,4
Debit,Online,203.99,52.0,215.0,4840.31,0
Debit,Branch,50.99,29.0,75.99999999999999,1334.6,1
Credit,Online,101.28,32.0,75.0,2774.35,4
Debit,ATM,299.92,27.0,122.0,1368.0,3
Debit,Online,77.54,67.0,73.0,4536.38,0
Debit,Branch,18.35,21.0,78.0,1293.39,1
Credit,ATM,732.53,26.0,116.00000000000001,441.54,4
Debit,ATM,65.11,34.0,150.0,8485.14,3
Credit,ATM,67.07,24.0,56.0,999.6200000000001,4
Debit,Branch,137.48,55.0,47.0,14273.42,1
Debit,ATM,398.36,22.0,56.0,1863.7,3
Debit,ATM,469.4599999999999,20.0,149.0,8640.56,3
Debit,ATM,37.58,57.0,182.0,259.44,3
Debit,ATM,160.24,31.0,15.0,5526.97,3
Credit,Branch,315.39,23.0,93.0,929.6,2
Debit,ATM,434.17,21.0,148.0,5335.44,3
Debit,ATM,165.91,26.0,84.00000000000001,587.1199999999999,3
Debit,Branch,211.36,47.0,194.0,4760.34,1
Debit,Online,241.45,26.0,158.0,1594.04,0
Debit,Branch,23.24,68.0,129.0,13777.79,1
Credit,Branch,70.88,74.0,176.0,1794.65,2
Debit,ATM,314.52,80.0,229.0,7071.32,3
Credit,Online,181.81,78.0,122.0,7525.7300000000005,4
Debit,Branch,854.64,56.0,118.0,2989.25,1
Debit,ATM,261.19,64.0,52.00000000000001,7620.6,3
Credit,Online,220.68,71.0,217.0,5549.2,4
Debit,Branch,11.86,31.0,129.0,6782.61,1
Debit,Online,122.65,28.0,41.0,1968.51,0
Debit,Online,395.16,56.0,17.0,5340.73,0
Debit,Online,704.69,51.0,150.0,3267.84,0
Debit,ATM,369.89,69.0,69.00000000000001,6941.47,3
Debit,ATM,10.92,67.0,268.0,7567.2,3
Debit,Branch,199.14,31.0,36.0,7001.25,1
Debit,ATM,109.43,70.0,140.0,1983.65,3
Debit,Branch,304.15,20.0,40.0,686.9099999999999,1
Credit,Branch,620.54,28.0,98.0,213.36,2
Debit,Online,757.79,22.0,117.0,1443.02,0
Debit,Branch,122.80999999999999,52.0,12.0,8450.84,1
Debit,Online,96.25,61.0,171.0,7996.699999999999,0
Debit,Online,142.55,67.0,97.0,1262.68,0
Credit,Branch,35.94,23.0,141.0,1697.28,2
Debit,Branch,24.86,58.0,292.0,2591.65,1
Debit,Online,103.08,60.0,109.0,12002.16,0
Debit,Online,116.27,57.0,94.0,8726.92,0
Debit,Online,363.84,73.0,118.0,5415.64,0
Credit,Online,34.74,59.0,72.0,3736.57,4
Credit,Branch,64.01,19.0,240.0,1225.69,2
Debit,ATM,108.75,50.0,22.999999999999996,14829.85,3
Credit,Online,50.9,28.0,150.0,1277.7,4
Debit,Branch,206.84,20.0,154.0,454.66,1
Debit,ATM,37.4,20.0,84.00000000000001,1519.51,3
Debit,Online,154.21,46.0,75.0,8045.77,0
Debit,Online,199.37,24.0,79.0,1331.3,0
Credit,Branch,410.49,25.0,134.0,1843.57,2
Debit,ATM,18.23,56.0,28.0,8422.2,3
Debit,ATM,398.7,47.0,276.0,7987.740000000001,3
Debit,Online,122.14,22.0,155.0,327.68,0
Debit,Branch,378.2,40.0,167.0,7372.81,1
Debit,ATM,124.73999999999998,49.0,33.0,2987.97,3
Debit,ATM,17.1,53.0,101.0,1619.54,3
Debit,ATM,287.05,22.0,212.0,1204.65,3
Debit,Online,874.72,28.0,173.0,4630.58,0
Credit,ATM,40.12,36.0,269.0,14304.38,4
Credit,Online,125.0,49.0,177.0,3215.76,4
Debit,Online,348.44,24.0,147.0,1022.94,0
Debit,ATM,128.4,69.0,30.999999999999996,2610.64,3
Debit,Online,320.93,55.0,178.0,9451.66,0
Debit,ATM,1.41,53.0,278.0,1244.17,3
Debit,Branch,50.52,54.0,293.0,12815.24,1
Credit,Online,383.95,31.0,143.0,9933.56,4
Debit,Branch,12.94,23.0,158.0,921.23,1
Debit,Online,329.75,56.0,211.0,6009.43,0
Debit,ATM,40.79,18.0,80.0,1769.33,3
Credit,Online,99.25,63.0,93.0,2570.34,4
Debit,ATM,150.6,69.0,59.00000000000001,3240.14,3
Debit,Online,29.499999999999996,73.0,129.0,1229.32,0
Debit,ATM,54.34,65.0,45.99999999999999,8019.890000000001,3
Debit,ATM,18.25,53.0,18.0,14328.29,3
Debit,Online,633.87,27.0,175.0,330.16,0
Debit,ATM,81.15,19.0,114.0,1595.26,3
Debit,Online,83.95,75.0,170.0,7413.18,0
Credit,ATM,410.4,61.0,78.0,2563.91,4
Debit,ATM,172.68,33.0,17.0,10724.95,3
Debit,ATM,139.88,34.0,162.0,2969.71,3
Debit,Branch,165.55,28.0,115.0,761.7799999999999,1
Credit,ATM,53.79,54.0,137.0,6229.36,4
Debit,ATM,285.69,63.0,35.0,2552.54,3
Debit,ATM,532.4,22.0,149.0,1033.73,3
Debit,Online,293.85,25.0,144.0,1919.97,0
Debit,Branch,27.94,79.0,120.0,1893.4399999999998,1
Debit,ATM,270.36,25.0,37.0,1783.04,3
Debit,Online,112.66,29.0,176.0,852.98,0
Debit,Branch,506.03,21.0,21.000000000000004,1123.89,1
Debit,Branch,206.95,22.0,30.999999999999996,1817.65,1
Debit,ATM,350.96,63.0,167.0,5463.94,3
Debit,Branch,261.63,20.0,150.0,477.03,1
Debit,Branch,46.12,59.0,30.0,8874.01,1
Credit,Branch,27.25,63.0,91.99999999999999,5365.2,2
Debit,ATM,331.66,76.0,145.0,7216.3,3
Credit,ATM,667.95,62.0,253.0,13558.56,4
Debit,ATM,49.84,49.0,146.0,7872.04,3
Debit,ATM,556.04,72.0,26.999999999999996,5200.04,3
Credit,Online,88.06,18.0,288.0,1779.85,4
Debit,ATM,745.95,58.0,127.0,13264.14,3
Debit,Online,67.25,19.0,157.0,467.4,0
Debit,ATM,93.63,29.0,141.0,9873.62,3
Debit,Branch,74.11,22.0,49.0,1257.9,1
Credit,Branch,41.13,77.0,58.00000000000001,6067.54,2
Credit,Online,192.02,79.0,154.0,5169.07,4
Debit,Branch,291.27,77.0,121.0,6878.86,1
Debit,Branch,296.46,23.0,136.0,558.99,1
Credit,Branch,341.84,27.0,89.0,1400.04,2
Debit,Online,98.41,27.0,48.0,912.7099999999999,0
Debit,Online,109.28,36.0,112.0,6338.35,0
Credit,Online,27.51,40.0,103.0,13645.63,4
Debit,Branch,12.18,76.0,77.0,4909.24,1
Credit,Online,207.71,25.0,63.0,570.0999999999999,4
Credit,Online,25.77,45.0,277.0,11749.77,4
Debit,ATM,127.57,52.0,75.0,6118.2,3
Debit,ATM,392.05,60.0,172.0,4383.69,3
Credit,Branch,521.01,41.0,73.0,4004.55,2
Debit,ATM,849.76,25.0,269.0,373.88,3
Debit,Online,172.5,68.0,30.999999999999996,6851.16,0
Debit,ATM,265.44,30.0,169.0,9700.77,3
Debit,Branch,152.34,55.0,115.0,6853.51,1
Debit,Branch,21.13,28.0,153.0,948.7,1
Debit,ATM,111.55,46.0,101.0,12221.17,3
Credit,Branch,321.82,32.0,43.0,6500.5,2
Debit,Branch,148.77,67.0,175.0,2138.42,1
Debit,Branch,14.08,57.0,154.0,3908.6499999999996,1
Credit,ATM,566.33,24.0,66.0,379.82,4
Debit,ATM,206.51,51.0,275.0,3921.74,3
Debit,Branch,180.94,75.0,57.0,7659.990000000001,1
Debit,Branch,77.9,21.0,128.0,664.7199999999999,1
Credit,Branch,318.92,21.0,60.00000000000001,1167.25,2
Credit,Online,583.3,59.0,142.0,5896.01,4
Debit,Online,100.68,63.0,139.0,1123.75,0
Debit,Online,589.64,62.0,210.0,2039.4,0
Credit,Branch,225.93000000000004,25.0,199.0,1864.27,2
Debit,Online,651.55,72.0,82.0,2325.78,0
Debit,Online,80.97,38.0,157.0,5926.31,0
Debit,Branch,191.89,25.0,14.0,399.57,1
Credit,Branch,304.75,78.0,125.0,1916.34,2
Debit,Online,201.53,68.0,287.0,2732.86,0
Debit,ATM,8.45,22.0,141.0,1115.3,3
Debit,Branch,435.98,30.0,105.0,7334.08,1
Credit,Online,743.24,19.0,109.0,1024.19,4
Debit,ATM,16.27,57.0,44.0,10971.32,3
Debit,Online,290.86,45.0,36.0,14631.88,0
Debit,ATM,85.73,41.0,266.0,14928.35,3
Credit,Branch,555.71,22.0,73.0,830.3699999999999,2
Debit,Branch,40.03,23.0,200.00000000000003,6408.8,1
Credit,Online,73.01,25.0,61.99999999999999,1997.3299999999997,4
Debit,Branch,346.12,44.0,12.0,13084.27,1
Debit,Branch,1.93,47.0,175.0,5684.09,1
Debit,ATM,252.92999999999998,75.0,222.0,2760.37,3
Debit,ATM,238.54,19.0,12.0,868.9099999999999,3
Debit,Branch,58.7,67.0,141.0,8937.35,1
Debit,ATM,7.56,40.0,145.0,8528.72,3
Debit,Branch,540.4,45.0,272.0,425.77,1
Debit,ATM,264.14,64.0,125.0,8459.26,3
Debit,ATM,248.14999999999998,75.0,202.0,2649.23,3
Debit,Branch,24.34,54.0,110.0,6659.12,1
Debit,ATM,428.61,66.0,61.99999999999999,11937.04,3
Credit,Branch,117.66,39.0,126.0,6794.17,2
Debit,Online,165.8,60.0,287.0,2064.76,0
Debit,ATM,289.18,65.0,64.0,3139.75,3
Debit,ATM,125.38999999999999,21.0,140.0,202.69,3
Debit,Online,305.18,58.0,215.99999999999997,4474.2,0
Credit,Branch,506.90000000000003,64.0,56.0,11471.87,2
Credit,Branch,504.12,25.0,101.0,1107.28,2
Debit,Branch,42.09,29.0,118.0,5526.28,1
Debit,ATM,607.28,32.0,84.00000000000001,9679.68,3
Debit,Online,91.9,77.0,125.0,1033.94,0
Debit,Branch,303.43,22.0,30.0,1833.24,1
Debit,ATM,668.78,20.0,141.0,983.6799999999998,3
Credit,ATM,270.54,20.0,139.0,269.78,4
Debit,Branch,247.93,37.0,79.0,9801.48,1
Debit,Online,34.67,19.0,71.0,888.6,0
Credit,Online,326.03,18.0,137.0,290.24,4
Debit,ATM,148.26,25.0,57.0,958.7,3
Debit,ATM,373.99,60.0,140.0,8590.5,3
Debit,Online,254.34000000000003,49.0,79.0,5461.08,0
Debit,ATM,819.48,25.0,26.0,1804.5,3
Debit,ATM,14.0,49.0,173.0,7975.179999999999,3
Debit,ATM,57.16,40.0,74.0,222.22,3
Debit,Online,282.26,37.0,278.0,6857.2,0
Debit,Online,46.96,46.0,12.0,2028.92,0
Debit,Online,473.20000000000005,34.0,173.0,248.52,0
Debit,ATM,192.97,59.0,140.0,3019.04,3
Debit,ATM,168.99,18.0,203.0,1523.57,3
Debit,Online,1.82,80.0,60.00000000000001,5571.39,0
Debit,ATM,40.9,55.0,37.0,1514.34,3
Debit,Online,78.91,61.0,157.0,1817.43,0
Credit,ATM,169.97,22.0,12.0,6269.12,4
Debit,Branch,17.79,61.0,162.0,2281.9,1
Credit,ATM,486.60999999999996,48.0,130.0,2006.69,4
Debit,Branch,148.13,58.0,56.0,2189.38,1
Debit,ATM,164.52,61.0,162.0,11036.74,3
Debit,ATM,720.89,27.0,120.0,447.06,3
Debit,ATM,268.7,53.0,63.0,2104.74,3
Debit,ATM,637.34,51.0,278.0,5183.5,3
Credit,Online,216.76,47.0,138.0,643.6399999999999,4
Debit,ATM,418.02,46.0,110.0,11011.86,3
Credit,ATM,292.03,46.0,154.0,951.3300000000002,4
Debit,ATM,251.4,57.0,178.0,2561.67,3
Debit,Online,184.56,21.0,93.0,1549.27,0
Debit,Online,33.76,26.0,227.0,3253.51,0
Debit,ATM,253.46000000000004,45.0,60.00000000000001,1338.95,3
Credit,Branch,138.68,22.0,44.0,206.2,2
Debit,Online,42.56,18.0,146.0,4361.44,0
Debit,Branch,680.76,21.0,165.0,572.97,1
Debit,Branch,53.83,70.0,131.0,4580.59,1
Debit,Branch,11.09,51.0,95.0,2990.05,1
Debit,Branch,37.81,63.0,195.0,5208.98,1
Debit,Online,449.18,67.0,50.00000000000001,1025.99,0
Debit,Online,297.6,39.0,162.0,1461.17,0
Debit,Branch,683.75,32.0,106.0,6333.72,1
Credit,Online,21.4,48.0,129.0,8551.6,4
Debit,ATM,315.94,78.0,93.0,4273.99,3
Debit,Branch,331.32,61.0,137.0,13054.54,1
Credit,Branch,223.76,74.0,110.0,4102.23,2
Debit,ATM,216.03,42.0,300.0,10462.77,3
Debit,ATM,17.42,74.0,150.0,6851.31,3
Debit,Online,491.91,78.0,155.0,2421.94,0
Credit,Online,350.11,74.0,178.0,4639.04,4
Debit,Branch,218.07,23.0,243.0,443.62,1
Debit,Branch,291.09,48.0,73.0,6312.79,1
Credit,Branch,422.14,26.0,109.0,1436.32,2
Debit,ATM,613.21,61.0,157.0,3279.12,3
Debit,Online,73.83,69.0,69.00000000000001,6020.29,0
Debit,Online,67.33,59.0,36.0,5925.98,0
Debit,ATM,26.92,62.0,43.0,1674.94,3
Debit,Online,18.3,48.0,155.0,3733.5200000000004,0
Debit,ATM,317.94,54.0,123.99999999999999,2996.51,3
Debit,Online,179.38,40.0,173.0,11666.18,0
Debit,ATM,13.92,37.0,209.0,2735.84,3
Debit,ATM,365.43,25.0,176.0,1073.51,3
Debit,Branch,263.59,71.0,16.0,6996.35,1
Debit,Branch,54.8,34.0,140.0,4943.49,1
Debit,Online,141.49,24.0,75.0,1665.58,0
Debit,ATM,31.39,20.0,15.0,998.4900000000001,3
Debit,Online,93.82,39.0,176.0,8422.06,0
Debit,Branch,5.71,21.0,106.0,1285.42,1
Debit,Online,178.39,34.0,98.0,8469.43,0
Debit,ATM,126.91,22.0,42.00000000000001,692.6899999999999,3
Debit,Branch,36.09,53.0,167.0,12319.26,1
Debit,Branch,91.77,51.0,174.0,9240.73,1
Debit,Online,198.92,36.0,100.00000000000001,2854.66,0
Debit,Branch,137.81,58.0,44.0,2631.47,1
Credit,Branch,136.88,24.0,71.0,7465.950000000001,2
Debit,Branch,133.07,21.0,155.0,1670.99,1
Debit,Branch,1.14,43.0,137.0,13913.92,1
Debit,Branch,256.34,69.0,99.0,7471.630000000001,1
Debit,Branch,56.11,36.0,109.0,11123.65,1
Debit,ATM,118.09999999999998,50.0,50.00000000000001,7976.6,3
Credit,Online,137.86,66.0,120.0,8046.939999999999,4
Credit,ATM,813.78,54.0,55.0,14935.500000000002,4
Debit,ATM,237.97000000000003,69.0,69.00000000000001,13486.15,3
Debit,ATM,684.96,21.0,30.999999999999996,526.67,3
Debit,ATM,878.63,60.0,139.0,4954.37,3
Debit,Branch,276.56,68.0,15.0,8942.58,1
Debit,ATM,8.75,79.0,199.0,4044.6199999999994,3
Debit,Online,637.48,65.0,207.0,4148.85,0
Debit,Branch,103.15,51.0,179.0,11388.15,1
Debit,Branch,505.6000000000001,52.0,183.0,5347.57,1
Debit,ATM,371.86,46.0,91.0,1329.45,3
Debit,Branch,14.26,50.0,37.0,2475.65,1
Debit,Branch,13.16,43.0,98.0,1019.46,1
Debit,ATM,167.92,40.0,136.0,14321.73,3
Debit,ATM,73.01,56.0,101.0,2833.12,3
Credit,Online,201.5,61.0,196.0,12148.32,4
Debit,Online,150.3,41.0,204.0,14371.08,0
Debit,ATM,23.7,46.0,32.0,7947.439999999999,3
Debit,Branch,49.59,48.0,147.0,6037.03,1
Credit,ATM,720.13,22.0,96.0,387.02,4
Debit,Online,134.92,19.0,101.0,1081.97,0
Debit,ATM,116.97,18.0,299.0,729.7,3
Debit,ATM,11.06,34.0,13.0,2782.21,3
Credit,Online,88.29,50.0,287.0,5245.93,4
Debit,ATM,5.81,25.0,222.0,1290.95,3
Debit,ATM,103.48,32.0,33.0,6494.25,3
Debit,ATM,156.74,70.0,136.0,4004.35,3
Debit,ATM,505.13999999999993,68.0,179.0,2525.47,3
Debit,ATM,31.06,46.0,61.00000000000001,11014.25,3
Debit,ATM,7.609999999999999,50.0,163.0,6275.0,3
Credit,ATM,276.16,53.0,71.0,1733.34,4
Debit,ATM,145.77,68.0,237.0,5294.98,3
Debit,Online,369.44,34.0,18.999999999999996,5018.67,0
Debit,ATM,558.86,60.0,95.0,9844.32,3
Debit,Branch,429.15,26.0,218.0,712.1299999999999,1
Debit,Branch,36.74,33.0,133.0,6217.58,1
Credit,Online,79.14,57.0,22.0,2229.56,4
Debit,Branch,132.48,36.0,101.0,9313.05,1
Debit,Online,136.48,52.0,138.0,4618.53,0
Debit,Branch,203.76,55.0,37.0,6747.16,1
Debit,Branch,750.95,78.0,26.999999999999996,5134.37,1
Debit,ATM,0.8399999999999999,52.0,30.999999999999996,2207.54,3
Debit,Online,257.18,67.0,28.0,13336.15,0
Debit,ATM,767.66,63.0,155.0,1801.69,3
Debit,Online,182.29,54.0,123.0,522.39,0
Credit,Online,184.51,54.0,118.0,9381.64,4
Debit,ATM,451.31,62.0,166.0,2963.29,3
Debit,Branch,144.1,57.0,30.0,11523.64,1
Debit,ATM,72.5,40.0,30.0,12723.62,3
Credit,Online,74.11,69.0,71.0,3920.11,4
Debit,Branch,22.15,44.0,73.0,7451.83,1
Debit,Branch,777.92,62.0,97.0,7061.58,1
Debit,Online,790.07,28.0,197.0,985.7700000000001,0
Credit,Branch,406.33,59.0,103.0,4298.34,2
Debit,ATM,767.41,56.0,26.999999999999996,12799.34,3
Credit,Online,4.58,21.0,135.0,811.2399999999999,4
Credit,Branch,447.83,53.0,88.0,13273.08,2
Debit,Online,49.67,21.0,146.0,842.94,0
Credit,Branch,77.83,49.0,146.0,2471.53,2
Debit,ATM,702.87,19.0,183.99999999999997,1237.5,3
Debit,Online,133.56,25.0,177.0,783.8299999999999,0
Credit,Online,868.05,49.0,119.0,3931.03,4
Debit,Branch,52.87,24.0,70.0,960.96,1
Debit,ATM,179.0,78.0,121.0,7310.88,3
Debit,ATM,384.11,58.0,12.0,7902.5199999999995,3
Debit,Online,227.60999999999999,71.0,61.00000000000001,4405.28,0
Debit,ATM,40.83,48.0,24.0,3944.12,3
Debit,ATM,19.76,20.0,240.0,1523.04,3
Debit,Branch,484.24000000000007,67.0,77.0,8042.299999999999,1
Debit,Online,494.66,33.0,110.0,5531.93,0
Debit,Branch,301.47,21.0,291.0,560.73,1
Debit,Online,199.09,70.0,89.0,1658.52,0
Debit,Online,38.95,27.0,50.00000000000001,731.52,0
Debit,ATM,515.94,29.0,37.0,1389.89,3
Debit,ATM,41.93,48.0,136.0,5081.26,3
Debit,ATM,137.84,27.0,83.0,1000.3500000000001,3
Debit,Online,95.35,21.0,131.0,1639.9,0
Debit,Online,93.14,67.0,151.0,5473.82,0
Credit,Online,79.33,51.0,109.0,14798.1,4
Debit,ATM,76.89,55.0,132.0,7374.26,3
Debit,Online,233.71,19.0,297.0,1231.98,0
Debit,Branch,14.92,26.0,120.0,6611.26,1
Debit,ATM,242.16999999999996,60.0,147.0,883.7199999999999,3
Debit,Online,122.98,79.0,228.0,5055.99,0
Debit,ATM,129.35,52.0,130.0,7166.88,3
Debit,Online,138.33,21.0,69.00000000000001,232.56,0
Debit,Online,39.31,25.0,178.0,1236.38,0
Debit,Online,91.85,21.0,148.0,802.09,0
Debit,Branch,277.7,58.0,107.0,1423.2,1
Debit,ATM,114.02999999999999,51.0,172.0,13388.56,3
Credit,Branch,302.63,27.0,10.0,2801.28,2
Debit,ATM,31.189999999999998,52.0,74.0,5545.96,3
Credit,Online,112.91000000000001,27.0,135.0,4764.48,4
Debit,Online,742.26,27.0,36.0,7868.189999999999,0
Debit,ATM,256.8,26.0,80.0,1128.38,3
Debit,ATM,378.68,60.0,239.0,7627.04,3
Debit,Online,571.93,52.0,119.0,4026.0300000000007,0
Credit,Online,26.31,77.0,163.0,7095.76,4
Debit,Online,205.58,20.0,159.0,1501.95,0
Debit,Online,533.61,48.0,115.0,3656.93,0
Debit,Branch,428.62,55.0,72.0,3473.24,1
Debit,ATM,361.22,64.0,167.0,7061.73,3
Debit,Branch,837.29,25.0,215.99999999999997,6012.67,1
Credit,Online,117.25,31.0,73.0,13694.68,4
Debit,ATM,135.27,48.0,131.0,9410.51,3
Debit,Branch,185.1,53.0,22.999999999999996,6115.63,1
Debit,Online,113.54,38.0,273.0,5581.21,0
Debit,Online,354.96,69.0,96.0,6712.94,0
Debit,Branch,224.22,53.0,37.0,8400.87,1
Debit,ATM,737.1,60.0,91.99999999999999,4644.19,3
Debit,ATM,223.22,27.0,96.0,1734.22,3
Debit,ATM,557.26,69.0,53.00000000000001,5237.12,3
Debit,ATM,27.44,62.0,164.0,5950.48,3
Debit,Branch,310.09,36.0,166.0,9962.5,1
Debit,Online,80.38,52.0,116.00000000000001,9662.88,0
Credit,Branch,26.1,66.0,115.0,5243.0,2
Credit,Branch,845.14,73.0,183.0,1702.65,2
Debit,ATM,59.73,27.0,56.0,800.93,3
Debit,ATM,758.77,60.0,114.0,7231.47,3
Debit,ATM,301.51,22.0,284.0,1052.31,3
Debit,Online,418.03,58.0,161.0,10721.29,0
Credit,Branch,118.06,32.0,30.999999999999996,13560.63,2
Debit,ATM,483.92,70.0,115.0,3138.0,3
Debit,ATM,78.93,38.0,145.0,9916.24,3
Debit,ATM,36.63,75.0,261.0,7941.73,3
Debit,Branch,87.85,49.0,63.0,3753.2400000000002,1
Debit,Online,705.34,59.0,123.99999999999999,5003.22,0
Debit,Online,146.55,54.0,123.99999999999999,4087.4400000000005,0
Debit,Online,116.89,71.0,226.0,4880.31,0
Debit,Branch,106.41,57.0,87.0,1310.38,1
Debit,ATM,584.41,23.0,41.0,4475.22,3
Credit,Branch,584.98,55.0,121.0,6521.05,2
Debit,Branch,79.21,56.0,140.0,1615.04,1
Credit,Online,173.13,20.0,288.0,1490.34,4
Debit,ATM,335.7,80.0,57.0,6601.44,3
Debit,Branch,422.81,28.0,193.0,1929.2799999999997,1
Debit,ATM,135.43,57.0,91.99999999999999,5315.83,3
Debit,ATM,584.88,26.0,121.0,548.45,3
Debit,Online,308.94,25.0,167.0,1931.6599999999999,0
Debit,Branch,295.93,36.0,117.0,1050.63,1
Debit,Branch,77.44,58.0,268.0,1950.63,1
Credit,Online,92.5,40.0,70.0,6295.45,4
Credit,Online,97.74,41.0,137.0,4113.63,4
Debit,ATM,291.68,21.0,90.0,1451.02,3
Debit,ATM,56.96,22.0,135.0,1597.85,3
Debit,Online,436.8,27.0,91.99999999999999,1256.33,0
Debit,Online,259.49,72.0,292.0,7320.61,0
Debit,Online,726.26,57.0,147.0,2150.38,0
Debit,ATM,568.68,72.0,101.0,2940.04,3
Debit,Online,77.57,49.0,225.0,12801.93,0
Credit,Branch,14.160000000000002,74.0,290.0,5399.76,2
Debit,ATM,61.33,27.0,129.0,7537.400000000001,3
Debit,Online,27.64,54.0,22.999999999999996,7498.509999999999,0
Debit,ATM,3.8500000000000005,29.0,32.0,10506.41,3
Credit,Branch,431.22,73.0,129.0,6505.98,2
Debit,Branch,178.55,55.0,67.0,7568.400000000001,1
Debit,ATM,248.76,18.0,56.0,546.46,3
Debit,ATM,76.16,23.0,99.0,1072.25,3
Debit,ATM,347.25,69.0,250.0,7273.55,3
Debit,ATM,28.04,57.0,146.0,11197.54,3
Debit,ATM,325.98,19.0,277.0,782.35,3
Debit,Branch,249.56000000000003,76.0,246.0,4444.95,1
Debit,ATM,17.43,56.0,33.0,10658.88,3
Credit,Branch,198.01,26.0,40.0,250.93000000000004,2
Debit,Branch,585.58,23.0,55.0,1729.02,1
Credit,Online,434.67,27.0,123.99999999999999,1298.13,4
Credit,Online,510.70000000000005,27.0,294.0,5828.48,4
Debit,ATM,331.98,74.0,12.0,7600.99,3
Debit,Online,199.54,56.0,268.0,9603.73,0
Debit,Online,212.97,59.0,178.0,4180.4,0
Debit,Online,270.56,23.0,139.0,1268.44,0
Debit,ATM,306.37,26.0,120.0,9609.67,3
Credit,ATM,643.02,38.0,85.0,11989.39,4
Debit,Branch,98.48,47.0,12.0,9538.92,1
Debit,Online,889.01,36.0,169.0,4826.88,0
Debit,Online,537.86,27.0,134.0,293.06,0
Debit,ATM,241.18,25.0,162.0,1445.53,3
Debit,ATM,130.54,64.0,94.0,11204.62,3
Credit,Branch,800.29,20.0,84.00000000000001,693.4,2
Debit,Online,8.81,57.0,165.0,13523.65,0
Debit,ATM,28.52,20.0,163.0,662.51,3
Credit,Online,431.31,23.0,99.0,342.73,4
Credit,ATM,885.33,47.0,59.00000000000001,7764.159999999999,4
Debit,ATM,199.23,29.0,53.99999999999999,9834.0,3
Debit,ATM,42.26,44.0,171.0,268.77,3
Debit,ATM,166.06,30.0,172.0,5397.68,3
Debit,ATM,357.72,53.0,25.000000000000004,7659.500000000001,3
Debit,Online,588.37,28.0,284.0,1926.0799999999997,0
Debit,Online,72.82,68.0,127.0,6911.62,0
Debit,Online,162.36,36.0,147.0,7527.040000000001,0
Credit,Online,584.82,43.0,109.0,12071.1,4
Credit,Online,38.15,72.0,129.0,1425.47,4
Credit,ATM,477.54,23.0,52.00000000000001,1598.63,4
Debit,Branch,639.57,60.0,43.0,11726.47,1
Debit,Online,58.23,28.0,34.0,9189.76,0
Credit,Online,776.21,78.0,99.0,4895.87,4
Debit,Branch,248.76,21.0,117.0,6178.77,1
Debit,Online,188.61,67.0,26.0,7167.57,0
Credit,Online,675.37,56.0,30.999999999999996,4704.91,4
Credit,Branch,94.82,67.0,56.0,1267.72,2
Credit,Online,425.18,59.0,135.0,5790.55,4
Debit,Branch,50.28,60.0,65.0,5729.1,1
Credit,Branch,864.72,34.0,58.00000000000001,7379.38,2
Debit,Online,70.68,25.0,105.0,1478.41,0
Debit,Online,261.77,28.0,45.99999999999999,824.7099999999999,0
Debit,ATM,183.22,27.0,63.0,1024.42,3
Credit,Branch,58.32,29.0,275.0,6027.49,2
Debit,ATM,156.86,51.0,102.0,14453.35,3
Debit,ATM,120.66999999999999,42.0,233.0,5374.54,3
Credit,Branch,308.62,59.0,101.0,9148.08,2
Debit,ATM,506.81,59.0,41.0,2757.23,3
Debit,ATM,328.39,41.0,107.99999999999999,2523.83,3
Debit,Branch,796.3,67.0,64.0,1498.79,1
Debit,Online,72.47,29.0,72.0,1305.56,0
Debit,ATM,279.6,25.0,131.0,1910.9000000000003,3
Debit,Online,304.2,25.0,102.0,423.64,0
Debit,Branch,351.38,64.0,21.000000000000004,7606.63,1
Debit,Branch,86.07,31.0,22.999999999999996,842.5599999999998,1
Debit,ATM,604.5,28.0,80.0,709.4199999999998,3
Debit,ATM,258.7,27.0,123.0,1358.37,3
Credit,Branch,11.46,75.0,64.0,7258.33,2
Debit,ATM,63.76,69.0,100.00000000000001,4980.26,3
Credit,Branch,446.83,55.0,143.0,1623.5,2
Debit,ATM,63.540000000000006,26.0,136.0,4401.78,3
Debit,Online,81.11,48.0,110.0,2051.37,0
Credit,Branch,441.26,58.0,87.0,13704.92,2
Debit,Branch,170.96,64.0,69.00000000000001,13374.89,1
Debit,Branch,48.51,22.0,69.00000000000001,3363.23,1
Debit,Branch,325.03,60.0,106.0,13521.76,1
Debit,ATM,125.82999999999998,57.0,138.0,6109.86,3
Debit,Branch,506.83000000000004,37.0,45.0,9975.79,1
Debit,Branch,738.94,41.0,173.0,13856.18,1
Credit,Online,180.36,33.0,55.0,9905.23,4
Debit,ATM,225.1,28.0,35.0,1547.71,3
Debit,Online,359.51,79.0,157.0,7153.72,0
Debit,Branch,720.46,54.0,44.0,3101.54,1
Debit,ATM,291.46,57.0,135.0,7142.53,3
Debit,Online,98.24,28.0,148.0,580.66,0
Credit,Branch,100.48,18.0,104.0,6149.81,2
Debit,Branch,45.9,56.0,264.0,5698.25,1
Debit,Online,258.21,39.0,225.0,9562.41,0
Debit,Online,287.51,22.0,255.0,187.65,0
Credit,Online,501.30000000000007,26.0,146.0,8520.08,4
